1,0,0,1,27,28,2,2,33,6
0,3,3,0,1,1,78,2,2,10
0,82,3,14,0,0,0,1,0,0
0,0,0,80,6,6,5,3,0,0
1,1,0,0,0,3,80,14,0,1
0,0,0,0,0,86,4,7,2,1
0,0,91,2,6,1,0,0,0,0
0,0,0,0,82,11,0,0,5,2
32,15,5,3,1,0,0,0,0,44
0,0,0,0,0,70,0,28,2,0
0,1,0,18,1,73,5,1,1,0
13,2,9,1,6,0,0,52,8,9
0,0,0,0,83,2,10,3,2,0
0,0,0,0,0,0,57,43,0,0
0,0,5,78,4,3,4,0,2,0
11,45,18,9,2,4,0,0,0,11
1,0,0,0,0,0,0,94,0,5
4,1,0,0,0,0,0,0,93,2
0,92,3,2,0,2,0,1,0,0
0,2,0,0,1,0,62,10,10,15
0,0,0,0,0,0,97,0,3,0
53,4,4,23,2,1,10,1,1,0
0,0,0,0,55,28,3,11,3,0
0,0,0,0,0,50,48,1,1,0
22,5,3,2,0,0,0,0,59,9
6,5,2,0,0,0,0,0,62,25
63,34,3,0,0,0,0,0,0,0
3,0,1,0,0,0,0,11,16,69
1,1,0,0,0,39,55,2,2,0
42,25,12,17,2,1,1,0,0,0
0,0,0,0,0,0,9,59,32,0
7,2,0,0,0,22,23,7,36,2
0,68,17,7,6,1,1,0,0,0
0,0,0,75,5,3,17,0,0,0
0,0,0,0,0,12,29,58,1,0
30,2,5,0,0,0,0,35,6,22
0,0,0,34,38,8,12,7,1,0
94,6,0,0,0,0,0,0,0,0
0,0,100,0,0,0,0,0,0,0
0,1,0,0,0,0,81,15,3,0
0,0,52,45,0,2,0,0,1,0
0,0,33,33,19,3,1,8,3,0
12,0,0,21,46,3,3,5,8,0
0,0,0,24,31,36,1,0,0,8
1,0,3,1,12,23,36,1,8,14
0,0,0,0,0,0,96,3,1,0
14,24,1,0,29,4,16,3,0,8
7,48,7,0,1,1,0,0,1,35
91,7,1,0,1,0,0,0,0,0
0,0,0,0,0,84,16,0,0,0
2,1,8,20,4,7,0,31,21,5
10,3,0,0,0,0,62,2,7,16
0,0,0,69,4,7,20,0,0,0
36,5,1,0,0,1,17,5,26,9
50,20,12,12,2,3,1,0,0,0
0,0,0,0,74,2,17,1,4,2
92,1,4,0,0,1,0,2,0,0
0,12,41,31,15,0,0,1,0,0
12,1,0,0,1,0,74,0,3,9
1,0,2,0,1,0,27,47,10,12
0,5,5,0,0,0,54,16,8,12
0,1,0,0,64,5,22,3,5,0
51,15,24,2,7,0,1,0,0,0
90,10,0,0,0,0,0,0,0,0
48,4,15,13,3,14,1,2,0,0
1,0,0,0,0,20,0,0,73,6
1,0,2,62,25,0,1,6,0,3
0,0,0,3,85,7,4,0,1,0
29,8,1,0,8,0,0,0,54,0
50,11,37,1,0,0,0,1,0,0
0,0,0,88,2,2,1,7,0,0
21,5,1,8,0,2,2,3,25,32
2,0,1,0,0,0,59,1,36,1
27,16,2,5,7,0,0,2,1,40
1,2,1,1,0,1,1,0,17,75
