0,0,67,30,2,1,0,0,0,0
26,8,19,5,0,1,0,0,1,40
0,1,0,23,17,55,3,0,1,0
0,1,0,0,1,0,0,71,25,2
1,4,39,15,40,0,1,0,0,0
0,0,0,0,0,0,59,41,0,0
0,0,0,0,0,82,11,2,1,4
3,0,0,0,0,0,0,71,19,7
0,7,54,2,17,0,0,1,0,19
6,34,10,1,9,0,4,2,0,34
5,0,0,0,0,0,44,10,19,22
0,0,0,0,0,0,0,99,1,0
0,0,0,0,0,44,12,44,0,0
1,84,9,0,3,0,0,3,0,0
0,0,0,0,79,16,4,0,1,0
7,0,0,0,0,0,0,7,34,52
0,15,72,8,2,1,2,0,0,0
0,0,0,38,38,20,2,2,0,0
8,16,17,1,4,0,14,24,13,3
0,0,0,0,0,0,100,0,0,0
10,0,0,0,0,0,0,0,79,11
2,0,0,0,29,28,1,40,0,0
0,0,18,67,15,0,0,0,0,0
11,15,12,38,3,0,0,0,0,21
16,14,65,1,4,0,0,0,0,0
1,0,5,0,0,0,35,48,10,1
2,0,0,1,48,16,14,11,8,0
0,0,0,0,17,59,22,0,2,0
3,0,0,4,0,0,29,52,1,11
0,40,44,5,4,7,0,0,0,0
22,4,4,3,1,3,0,0,51,12
0,0,0,0,49,7,40,4,0,0
0,0,0,0,0,26,65,2,7,0
0,0,0,0,0,46,54,0,0,0
0,0,83,13,4,0,0,0,0,0
2,0,0,0,0,0,0,77,15,6
49,46,0,0,0,0,0,0,0,5
51,0,1,1,0,0,0,0,0,47
5,0,0,0,0,0,0,0,38,57
0,0,0,0,0,0,27,40,0,33
0,0,0,0,0,0,0,100,0,0
0,4,0,0,0,0,0,91,5,0
14,2,0,0,0,0,0,0,0,84
0,0,0,0,73,12,0,1,5,9
1,1,3,1,0,0,0,0,93,1
86,5,5,1,0,3,0,0,0,0
0,0,0,0,29,42,14,5,10,0
0,9,0,0,1,7,27,19,25,12
1,0,0,0,0,0,48,22,3,26
4,0,1,0,0,0,0,55,2,38
1,0,0,0,0,36,22,38,1,2
2,98,0,0,0,0,0,0,0,0
3,0,1,1,0,0,6,70,12,7
17,0,2,1,4,1,0,0,69,6
0,0,0,0,0,0,0,92,8,0
0,0,0,95,1,1,1,0,0,2
1,0,7,1,3,36,39,8,0,5
0,6,0,0,13,25,16,31,6,3
26,0,31,32,9,1,1,0,0,0
0,0,0,89,7,1,0,0,3,0
0,0,0,0,68,15,3,0,12,2
0,0,0,35,64,1,0,0,0,0
15,61,5,2,0,0,0,0,0,17
0,39,22,31,4,3,0,0,0,1
0,0,0,0,0,4,28,7,61,0
0,0,52,10,36,2,0,0,0,0
1,2,4,0,7,58,9,7,2,10
2,16,0,3,0,0,0,32,27,20
0,0,17,73,5,3,2,0,0,0
2,0,0,0,51,38,4,2,2,1
1,20,6,3,0,0,0,0,58,12
0,0,69,0,14,15,2,0,0,0
0,1,0,0,0,0,4,17,66,12
2,0,0,0,0,0,0,0,0,98
0,0,0,0,0,70,25,4,1,0
4,0,0,0,0,18,0,48,30,0
37,44,0,0,0,0,0,0,0,19
0,2,0,0,69,1,8,3,14,3
2,0,5,2,4,1,0,6,70,10
0,0,0,0,8,81,0,2,9,0
0,0,0,74,4,6,13,3,0,0
6,1,0,0,0,0,0,7,84,2
1,2,0,0,0,0,0,49,2,46
0,21,76,2,1,0,0,0,0,0
16,2,1,3,32,0,0,0,0,46
3,1,1,0,0,1,0,42,1,51
11,1,4,1,0,2,0,0,81,0
9,22,0,0,0,0,0,0,0,69
1,0,0,0,0,0,0,58,35,6
8,0,0,1,26,48,11,2,3,1
0,10,3,0,0,0,0,77,1,9
0,0,0,0,0,0,0,90,10,0
0,0,0,0,47,39,7,5,1,1
1,0,0,0,0,45,25,13,14,2
36,1,1,0,0,0,0,0,7,55
1,1,3,90,0,5,0,0,0,0
0,0,0,9,15,22,13,21,3,17
35,13,23,29,0,0,0,0,0,0
17,7,0,3,0,0,20,52,0,1
11,1,1,0,0,0,0,0,21,66
0,0,18,74,8,0,0,0,0,0
0,0,0,0,46,41,3,8,0,2
23,5,0,0,0,1,0,0,0,71
0,0,0,0,32,9,45,11,0,3
2,1,0,0,0,0,0,0,96,1
0,0,0,0,29,43,28,0,0,0
0,0,0,0,76,7,6,11,0,0
0,53,25,17,3,0,2,0,0,0
0,0,1,0,0,0,79,2,18,0
2,1,5,0,1,0,0,0,78,13
0,0,0,0,0,14,84,2,0,0
46,33,18,1,1,1,0,0,0,0
61,1,0,1,1,0,0,0,0,36
2,0,0,0,0,0,45,5,48,0
0,0,28,40,30,2,0,0,0,0
0,0,80,6,7,5,0,2,0,0
60,6,27,2,1,4,0,0,0,0
1,0,0,28,35,30,2,1,0,3
1,0,0,0,55,25,1,4,12,2
26,16,1,4,1,0,0,0,0,52
0,0,0,0,0,0,76,17,5,2
0,71,12,0,4,5,6,0,2,0
0,67,12,16,0,1,2,1,1,0
3,43,16,2,1,0,0,0,32,3
0,49,13,38,0,0,0,0,0,0
0,25,7,39,15,10,3,0,1,0
0,0,58,21,9,6,2,3,1,0
0,1,0,0,1,4,3,28,62,1
4,0,0,0,0,15,33,38,10,0
33,3,30,5,0,0,0,0,0,29
0,0,0,0,0,74,8,8,5,5
0,2,4,2,6,5,0,0,1,80
0,19,32,12,0,31,3,1,0,2
19,12,0,6,0,0,1,0,51,11
99,1,0,0,0,0,0,0,0,0
0,0,74,26,0,0,0,0,0,0
0,0,76,24,0,0,0,0,0,0
25,1,4,0,0,0,0,0,0,70
0,0,11,71,9,2,4,0,2,1
0,0,0,0,0,0,0,9,85,6
1,11,10,11,6,2,1,4,0,54
0,27,10,46,7,3,3,3,0,1
7,0,0,0,0,0,0,0,14,79
86,8,0,1,0,0,0,0,0,5
0,0,0,0,0,0,0,35,64,1
1,0,1,0,0,0,0,57,5,36
2,0,7,72,11,2,1,1,4,0
0,3,2,1,0,0,0,70,23,1
21,3,0,0,0,0,0,0,0,76
0,17,12,31,14,14,7,5,0,0
13,3,1,2,0,0,0,48,23,10
6,4,0,0,0,38,42,5,1,4
6,0,0,0,0,17,48,10,3,16
1,0,2,0,0,0,0,17,77,3
1,1,0,0,57,38,1,2,0,0
0,0,0,65,31,4,0,0,0,0
0,0,93,6,0,0,1,0,0,0
100,0,0,0,0,0,0,0,0,0
1,13,25,4,39,5,2,0,11,0
0,0,0,0,0,81,17,0,1,1
1,1,0,1,0,13,67,8,3,6
10,3,0,5,2,2,1,0,1,76
0,19,7,18,24,6,21,5,0,0
0,29,54,2,14,1,0,0,0,0
0,0,0,0,0,0,10,82,8,0
0,36,37,16,2,9,0,0,0,0
29,11,0,0,0,0,0,47,1,12
5,7,2,2,0,0,0,6,45,33
97,1,1,1,0,0,0,0,0,0
0,0,0,0,2,0,49,10,26,13
2,0,1,0,0,88,4,4,1,0
0,0,0,9,1,25,62,3,0,0
0,0,0,0,76,22,1,0,1,0
0,0,3,0,69,23,1,3,1,0
0,0,0,50,6,29,11,3,0,1
0,31,66,2,0,0,0,1,0,0
34,0,13,3,8,2,0,11,28,1
5,34,0,0,0,0,0,0,52,9
0,0,23,63,14,0,0,0,0,0
8,73,6,13,0,0,0,0,0,0
14,1,0,0,0,0,0,0,81,4
0,3,0,0,0,69,11,16,0,1
40,2,3,1,2,0,0,0,0,52
7,8,3,3,0,1,0,0,0,78
52,37,8,0,3,0,0,0,0,0
0,0,2,87,8,3,0,0,0,0
0,0,47,32,18,0,2,0,0,1
0,0,0,84,0,2,6,4,4,0
1,2,1,14,42,19,15,1,2,3
13,20,1,0,0,0,0,2,6,58
2,83,11,1,0,0,0,0,0,3
0,0,25,55,17,1,1,1,0,0
72,1,6,0,15,3,0,3,0,0
50,48,0,1,1,0,0,0,0,0
0,0,0,0,0,97,3,0,0,0
0,0,38,20,26,15,1,0,0,0
6,0,0,0,0,0,0,0,70,24
70,8,10,8,0,2,2,0,0,0
0,0,30,18,43,9,0,0,0,0
0,48,16,1,30,0,3,1,1,0
16,2,0,0,0,0,21,26,13,22
1,4,0,0,0,0,0,0,88,7
2,2,0,0,0,0,0,70,25,1
0,84,3,7,0,5,1,0,0,0
8,1,0,0,0,0,16,2,38,35
28,23,20,5,5,13,3,0,0,3
63,1,29,5,0,2,0,0,0,0
0,0,0,0,0,87,11,1,0,1
55,7,0,4,8,3,0,0,0,23
0,0,0,0,9,58,5,11,17,0
0,0,0,2,1,0,52,10,34,1
0,11,85,4,0,0,0,0,0,0
0,0,0,55,13,28,1,1,2,0
2,0,0,0,0,33,52,10,2,1
0,63,18,14,2,0,2,1,0,0
49,41,4,0,0,0,1,0,0,5
13,0,0,18,10,16,35,5,1,2
0,0,0,0,11,84,0,4,1,0
1,0,0,0,0,50,14,17,10,8
0,0,0,0,73,19,5,1,1,1
2,0,21,54,15,6,0,0,2,0
3,7,1,0,1,0,0,0,87,1
0,0,92,5,2,0,1,0,0,0
0,22,36,30,6,5,0,0,1,0
1,4,0,1,0,0,0,38,45,11
0,0,0,0,0,60,8,16,16,0
0,79,6,4,10,1,0,0,0,0
0,0,0,0,0,0,93,0,7,0
1,0,0,0,48,39,6,0,6,0
1,0,0,0,8,63,22,3,0,3
3,0,2,1,0,0,3,84,4,3
0,0,53,47,0,0,0,0,0,0
0,70,12,8,9,1,0,0,0,0
12,5,4,1,0,0,0,0,42,36
0,0,0,71,22,3,3,0,0,1
0,0,0,52,35,2,10,0,1,0
30,5,0,0,0,0,0,0,49,16
0,0,0,0,0,89,10,1,0,0
1,0,1,0,0,0,0,0,98,0
0,0,0,67,0,15,3,15,0,0
0,0,0,0,0,61,25,10,4,0
30,6,3,0,0,0,0,0,0,61
0,0,35,38,27,0,0,0,0,0
0,0,0,0,98,2,0,0,0,0
14,17,46,1,0,0,0,0,7,15
23,5,2,1,0,1,0,50,12,6
3,2,0,1,0,0,30,42,14,8
0,0,40,20,31,0,8,1,0,0
0,0,0,75,25,0,0,0,0,0
1,5,0,3,2,0,58,25,0,6
3,0,3,0,0,0,26,47,10,11
4,45,3,11,0,0,0,0,0,37
36,52,3,6,2,0,1,0,0,0
18,1,1,1,4,0,1,41,9,24
2,0,0,0,41,31,13,11,1,1
0,47,2,0,0,0,0,0,50,1
0,0,0,49,44,2,0,2,3,0
2,1,1,0,1,36,21,23,8,7
19,2,6,8,1,0,0,0,36,28
0,0,0,0,95,2,1,0,2,0
1,0,0,0,0,0,0,57,32,10
35,1,1,4,1,0,0,1,2,55
0,0,69,8,3,1,8,10,0,1
4,0,0,0,0,0,0,36,31,29
1,0,0,0,0,0,76,3,20,0
2,2,0,1,4,0,0,0,87,4
0,0,62,17,10,9,0,0,0,2
0,0,1,0,0,0,76,20,3,0
1,2,0,0,0,0,66,28,1,2
74,22,2,2,0,0,0,0,0,0
23,34,18,19,6,0,0,0,0,0
0,0,1,1,1,0,0,0,0,97
3,3,20,8,0,2,2,0,58,4
90,10,0,0,0,0,0,0,0,0
0,1,0,0,87,0,11,1,0,0
1,1,0,0,0,1,68,20,6,3
12,0,0,0,0,21,7,37,23,0
11,5,1,1,0,0,0,0,32,50
0,0,100,0,0,0,0,0,0,0
0,0,0,0,0,56,33,0,10,1
1,0,0,0,0,0,67,22,4,6
0,1,0,9,77,9,1,0,3,0
0,0,0,0,94,5,1,0,0,0
27,4,0,1,1,0,0,0,27,40
10,31,3,8,0,2,2,0,32,12
50,9,37,2,1,0,1,0,0,0
50,0,6,1,0,0,0,0,0,43
0,0,0,94,3,3,0,0,0,0
37,11,21,27,0,0,1,1,2,0
0,98,0,0,2,0,0,0,0,0
7,81,11,0,0,1,0,0,0,0
0,87,13,0,0,0,0,0,0,0
2,0,1,1,0,1,0,65,23,7
66,24,9,0,1,0,0,0,0,0
27,6,15,2,0,0,0,3,0,47
0,0,0,0,87,11,2,0,0,0
0,19,64,2,5,3,5,0,1,1
0,31,1,4,0,0,0,0,0,64
4,36,14,0,0,1,15,5,20,5
71,7,19,0,3,0,0,0,0,0
21,12,0,0,0,0,0,0,57,10
0,2,0,0,0,71,9,10,4,4
8,4,0,3,0,1,0,0,0,84
22,2,0,0,0,0,0,0,52,24
6,19,42,8,19,2,4,0,0,0
1,0,0,0,0,0,0,0,92,7
